subject,filename,label,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,optical_flow_path
sub0003,sub0003_01,0,109,197,228,dfme/sub0003_01/00109.png,dfme/sub0003_01/00197.png,dfme/sub0003_01/00228.png,optical_flow/dfme/four_frames/dfme_four_frames_0.png
sub0003,sub0003_01,0,109,198,228,dfme/sub0003_01/00109.png,dfme/sub0003_01/00198.png,dfme/sub0003_01/00228.png,optical_flow/dfme/four_frames/dfme_four_frames_1.png
sub0003,sub0003_01,0,109,200,228,dfme/sub0003_01/00109.png,dfme/sub0003_01/00200.png,dfme/sub0003_01/00228.png,optical_flow/dfme/four_frames/dfme_four_frames_2.png
sub0003,sub0003_01,0,109,201,228,dfme/sub0003_01/00109.png,dfme/sub0003_01/00201.png,dfme/sub0003_01/00228.png,optical_flow/dfme/four_frames/dfme_four_frames_3.png
sub0003,sub0003_02,0,48,104,171,dfme/sub0003_02/00048.png,dfme/sub0003_02/00104.png,dfme/sub0003_02/00171.png,optical_flow/dfme/four_frames/dfme_four_frames_4.png
sub0003,sub0003_02,0,48,105,171,dfme/sub0003_02/00048.png,dfme/sub0003_02/00105.png,dfme/sub0003_02/00171.png,optical_flow/dfme/four_frames/dfme_four_frames_5.png
sub0003,sub0003_02,0,48,107,171,dfme/sub0003_02/00048.png,dfme/sub0003_02/00107.png,dfme/sub0003_02/00171.png,optical_flow/dfme/four_frames/dfme_four_frames_6.png
sub0003,sub0003_02,0,48,108,171,dfme/sub0003_02/00048.png,dfme/sub0003_02/00108.png,dfme/sub0003_02/00171.png,optical_flow/dfme/four_frames/dfme_four_frames_7.png
sub0003,sub0003_03,0,83,124,211,dfme/sub0003_03/00083.png,dfme/sub0003_03/00124.png,dfme/sub0003_03/00211.png,optical_flow/dfme/four_frames/dfme_four_frames_8.png
sub0003,sub0003_03,0,83,125,211,dfme/sub0003_03/00083.png,dfme/sub0003_03/00125.png,dfme/sub0003_03/00211.png,optical_flow/dfme/four_frames/dfme_four_frames_9.png
sub0003,sub0003_03,0,83,127,211,dfme/sub0003_03/00083.png,dfme/sub0003_03/00127.png,dfme/sub0003_03/00211.png,optical_flow/dfme/four_frames/dfme_four_frames_10.png
sub0003,sub0003_03,0,83,128,211,dfme/sub0003_03/00083.png,dfme/sub0003_03/00128.png,dfme/sub0003_03/00211.png,optical_flow/dfme/four_frames/dfme_four_frames_11.png
sub0003,sub0003_04,0,44,84,126,dfme/sub0003_04/00044.png,dfme/sub0003_04/00084.png,dfme/sub0003_04/00126.png,optical_flow/dfme/four_frames/dfme_four_frames_12.png
sub0003,sub0003_04,0,44,85,126,dfme/sub0003_04/00044.png,dfme/sub0003_04/00085.png,dfme/sub0003_04/00126.png,optical_flow/dfme/four_frames/dfme_four_frames_13.png
sub0003,sub0003_04,0,44,87,126,dfme/sub0003_04/00044.png,dfme/sub0003_04/00087.png,dfme/sub0003_04/00126.png,optical_flow/dfme/four_frames/dfme_four_frames_14.png
sub0003,sub0003_04,0,44,88,126,dfme/sub0003_04/00044.png,dfme/sub0003_04/00088.png,dfme/sub0003_04/00126.png,optical_flow/dfme/four_frames/dfme_four_frames_15.png
sub0003,sub0003_05,5,34,89,134,dfme/sub0003_05/00034.png,dfme/sub0003_05/00089.png,dfme/sub0003_05/00134.png,optical_flow/dfme/four_frames/dfme_four_frames_16.png
sub0003,sub0003_05,5,34,90,134,dfme/sub0003_05/00034.png,dfme/sub0003_05/00090.png,dfme/sub0003_05/00134.png,optical_flow/dfme/four_frames/dfme_four_frames_17.png
sub0003,sub0003_05,5,34,92,134,dfme/sub0003_05/00034.png,dfme/sub0003_05/00092.png,dfme/sub0003_05/00134.png,optical_flow/dfme/four_frames/dfme_four_frames_18.png
sub0003,sub0003_05,5,34,93,134,dfme/sub0003_05/00034.png,dfme/sub0003_05/00093.png,dfme/sub0003_05/00134.png,optical_flow/dfme/four_frames/dfme_four_frames_19.png
sub0003,sub0003_06,5,39,87,119,dfme/sub0003_06/00039.png,dfme/sub0003_06/00087.png,dfme/sub0003_06/00119.png,optical_flow/dfme/four_frames/dfme_four_frames_20.png
sub0003,sub0003_06,5,39,88,119,dfme/sub0003_06/00039.png,dfme/sub0003_06/00088.png,dfme/sub0003_06/00119.png,optical_flow/dfme/four_frames/dfme_four_frames_21.png
sub0003,sub0003_06,5,39,90,119,dfme/sub0003_06/00039.png,dfme/sub0003_06/00090.png,dfme/sub0003_06/00119.png,optical_flow/dfme/four_frames/dfme_four_frames_22.png
sub0003,sub0003_06,5,39,91,119,dfme/sub0003_06/00039.png,dfme/sub0003_06/00091.png,dfme/sub0003_06/00119.png,optical_flow/dfme/four_frames/dfme_four_frames_23.png
sub0003,sub0003_07,2,60,110,159,dfme/sub0003_07/00060.png,dfme/sub0003_07/00110.png,dfme/sub0003_07/00159.png,optical_flow/dfme/four_frames/dfme_four_frames_24.png
sub0003,sub0003_07,2,60,111,159,dfme/sub0003_07/00060.png,dfme/sub0003_07/00111.png,dfme/sub0003_07/00159.png,optical_flow/dfme/four_frames/dfme_four_frames_25.png
sub0003,sub0003_07,2,60,113,159,dfme/sub0003_07/00060.png,dfme/sub0003_07/00113.png,dfme/sub0003_07/00159.png,optical_flow/dfme/four_frames/dfme_four_frames_26.png
sub0003,sub0003_07,2,60,114,159,dfme/sub0003_07/00060.png,dfme/sub0003_07/00114.png,dfme/sub0003_07/00159.png,optical_flow/dfme/four_frames/dfme_four_frames_27.png
sub0004,sub0004_01,5,24,132,168,dfme/sub0004_01/00024.png,dfme/sub0004_01/00132.png,dfme/sub0004_01/00168.png,optical_flow/dfme/four_frames/dfme_four_frames_28.png
sub0004,sub0004_01,5,24,133,168,dfme/sub0004_01/00024.png,dfme/sub0004_01/00133.png,dfme/sub0004_01/00168.png,optical_flow/dfme/four_frames/dfme_four_frames_29.png
